industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of fa bricated wire products,15259,2015,B,21,141,121,50387.00,47551.00,7575.00,39977.00,50370.00,36750.00,11832.00,0.00,5647.00,0.00,0.00
"Manufacture of aluminum window and door screens, shades and venetian blinds",15263,2015,B,34,456,446,308332.00,273804.00,36616.00,237188.00,308332.00,200576.00,84427.00,0.00,788.00,0.00,0.00
"Manufacture of miscellaneous fabricated metal products, n.e.c.",15264,2015,B,75,942,942,279707.00,283957.00,63473.00,220484.00,281094.00,158982.00,73875.00,216.00,5176.00,0.00,0.00
Manufacture of semi-conductor devices and other electronic components,15266,2015,B,13,173,172,190153.00,176711.00,33535.00,143176.00,189135.00,112667.00,50019.00,3825.00,-2304.00,0.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2015,B,4,39,38,50727.00,33080.00,10323.00,22757.00,49018.00,14830.00,28660.00,0.00,-5699.00,0.00,0.00
Manufacture of consumer electronics,15269,2015,B,3,42,40,20623.00,20714.00,7558.00,13156.00,20971.00,8460.00,9010.00,16.00,2167.00,0.00,0.00
Manufacture of temperature measuring and controlling hygrometric instruments,15272,2015,B,5,60,60,67290.00,75781.00,17778.00,58003.00,67778.00,35278.00,11883.00,183.00,1517.00,0.00,0.00
Manufacture of electrical transformers,15283,2015,B,5,55,55,98297.00,89371.00,9240.00,80131.00,93728.00,50873.00,31529.00,0.00,-10713.00,0.00,0.00
Manufacture of switch gear and switchboard apparatus,15284,2015,B,3,50,50,90880.00,90001.00,8142.00,81860.00,90929.00,74062.00,10415.00,0.00,1906.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2015,B,11,138,138,1431405.00,1385435.00,24981.00,1360454.00,1419940.00,1257022.00,79013.00,0.00,-10204.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2015,B,7,76,61,15885.00,15728.00,3241.00,12487.00,10610.00,10168.00,5307.00,0.00,585.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2015,B,3,27,27,40021.00,40306.00,5156.00,35149.00,38502.00,28822.00,7243.00,1094.00,-690.00,0.00,0.00
"Manufacture of domestic cooking appliances (e.g. ovens, ranges, cookers, stoves, grillers, etc.)",15298,2015,B,3,38,37,18466.00,18070.00,4630.00,13440.00,16913.00,9683.00,6527.00,0.00,-3645.00,0.00,0.00
"Manufacture of electrothermic domestic appliances (e.g. hair dressing appliances, electric instantaneous storage, heaters, flat-irons, plate warmers, coffee or teamakers)",15299,2015,B,5,41,39,52257.00,49561.00,6338.00,43222.00,52326.00,37337.00,12068.00,0.00,2029.00,0.00,0.00
Manufacture of domestic-type water filters and/or purifiers,15300,2015,B,8,110,110,155517.00,155756.00,26122.00,129634.00,149334.00,106382.00,32981.00,6185.00,-14283.00,0.00,0.00
"Manufacture of domestic appliances, n.e.c.",15301,2015,B,3,44,44,228916.00,222037.00,10339.00,211698.00,221664.00,179874.00,23804.00,0.00,-8607.00,0.00,0.00
"Manufacture of battery chargers, solid state",15302,2015,B,6,65,65,647949.00,595371.00,22969.00,572402.00,640065.00,553341.00,73128.00,0.00,148.00,0.00,0.00
"Manufacture of lifting and hoisting machinery, cranes, elevators , industrial trucks, tractors, stackers, specialized ports for lifting and handling equipment",15314,2015,B,3,40,40,90777.00,85825.00,9058.00,76766.00,90897.00,66596.00,17866.00,92.00,6358.00,0.00,0.00
Manufacture of bills/coin counting and coin wrapping machinery,15318,2015,B,5,42,41,43458.00,43939.00,10145.00,33792.00,43600.00,26464.00,10826.00,-421.00,-2779.00,0.00,0.00
Manufacture of unit air-conditioners,15324,2015,B,7,76,76,1613589.00,1293730.00,159672.00,1134059.00,1112805.00,521502.00,505783.00,21996.00,-22397.00,0.00,0.00
"Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use",15327,2015,B,12,169,169,352237.00,327406.00,27778.00,299628.00,377987.00,311274.00,61046.00,26.00,38512.00,0.00,0.00
"Manufacture of other general-purpose machinery, n.e.c. (including manufacture of specialized parts for general purpose machinery and equipment)",15329,2015,B,3,27,27,88122.00,84712.00,4301.00,80411.00,86430.00,72855.00,9398.00,0.00,-1774.00,0.00,0.00
Manufacture of farm tractors,15330,2015,B,3,47,45,40197.00,38796.00,2509.00,36287.00,38436.00,30343.00,5892.00,2429.00,-2929.00,0.00,0.00
Manufacture of mechanical implements for crop production,15331,2015,B,3,26,23,8489.00,6631.00,2509.00,4122.00,5232.00,2752.00,4930.00,0.00,-437.00,0.00,0.00
"Manufacture of agricultural and forestry machinery and equipment, n.e.c.",15332,2015,B,11,63,60,31386.00,29393.00,5732.00,23662.00,31249.00,13340.00,13111.00,0.00,5652.00,0.00,0.00
Manufacture of machine tools for working metal,15333,2015,B,9,110,110,341802.00,323631.00,66818.00,256813.00,344387.00,221520.00,105434.00,7993.00,5784.00,0.00,0.00
Manufacture of machinery for metallurgy,15337,2015,B,4,43,43,183593.00,181065.00,5993.00,175073.00,172235.00,150555.00,16293.00,80.00,-11410.00,0.00,0.00
Manufacture of machinery for food processing,15340,2015,B,4,30,29,18573.00,18519.00,1420.00,17099.00,18991.00,13376.00,3466.00,0.00,27.00,0.00,0.00
Manufacture of textile machinery,15342,2015,B,3,24,22,11623.00,11194.00,2321.00,8872.00,11710.00,5848.00,3303.00,0.00,-449.00,0.00,0.00
"Manufacture of machinery for pulp, paper and paperboard industries",15345,2015,B,4,20,20,174224.00,142773.00,6794.00,135978.00,165872.00,89846.00,32401.00,0.00,10996.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2015,B,10,86,86,1410720.00,1332861.00,75560.00,1257302.00,1412477.00,1109281.00,192626.00,2355.00,-19030.00,0.00,0.00
Manufacture of motor vehicles,15350,2015,B,15,195,188,319239.00,277201.00,12823.00,264378.00,354604.00,272143.00,68314.00,0.00,25237.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles,15351,2015,B,21,236,236,167608.00,148603.00,35297.00,113306.00,167608.00,97584.00,58286.00,0.00,1063.00,0.00,0.00
Manufacture of electric ignition or starting equipment for internal combustion engines,15353,2015,B,4,61,61,49276.00,49590.00,7407.00,42182.00,49080.00,35452.00,9039.00,0.00,-1197.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2015,B,39,316,304,233525.00,200907.00,29617.00,171290.00,242516.00,142143.00,70382.00,0.00,9609.00,0.00,0.00
Building of ships and boats other than sports and pleasure boats,15355,2015,B,17,238,232,64848.00,51802.00,26420.00,25382.00,64848.00,20885.00,42912.00,3210.00,363.00,0.00,0.00
Manufacture of air and spacecraft and related machinery,15358,2015,B,4,49,49,225313.00,183655.00,17931.00,165724.00,205645.00,139148.00,47661.00,2880.00,-2914.00,0.00,0.00
Manufacture and assembly of motorcycles,15359,2015,B,5,63,63,719312.00,696485.00,9703.00,686782.00,719039.00,655489.00,56581.00,0.00,28777.00,0.00,0.00
Manufacture of side cars,15362,2015,B,22,102,67,49537.00,38678.00,4350.00,34328.00,49483.00,31053.00,18203.00,0.00,374.00,0.00,0.00
Manufacture of parts and accessories of motorcycles,15363,2015,B,4,31,31,51970.00,48234.00,7011.00,41223.00,47231.00,31371.00,12209.00,0.00,-1341.00,0.00,0.00
Manufacture of bicycles and bicycle parts,15364,2015,B,5,45,45,16979.00,15528.00,2519.00,13008.00,17658.00,11314.00,4569.00,0.00,1068.00,0.00,0.00
Manufacture of wood furniture,15367,2015,B,559,4261,3813,2080516.00,1859979.00,950526.00,909453.00,2066592.00,722045.00,1257388.00,190530.00,36662.00,0.00,0.00
"Manufacture of rattan furniture (reed, wicker, and cane)",15368,2015,B,42,247,137,21991.00,26687.00,5672.00,21015.00,21973.00,10742.00,8411.00,0.00,-698.00,0.00,0.00
Manufacture of box beds and mattresses,15369,2015,B,15,196,196,199785.00,160418.00,15951.00,144467.00,190678.00,114283.00,58089.00,0.00,-13277.00,0.00,0.00
"Manufacture of partitions, shelves, lockers and office and store fixtures",15370,2015,B,16,250,246,179477.00,174178.00,25665.00,148513.00,179477.00,137133.00,37046.00,0.00,-1483.00,0.00,0.00
Manufacture of plastic furniture,15371,2015,B,8,94,94,176196.00,170877.00,18266.00,152611.00,174456.00,140472.00,35001.00,8201.00,43848.00,0.00,0.00
Manufacture of furniture and fixtures of metal,15372,2015,B,48,532,508,512821.00,473596.00,71067.00,402529.00,512975.00,367165.00,133404.00,13214.00,-650.00,0.00,0.00
"Manufacture of other furniture and fixtures, n.e.c.",15373,2015,B,20,284,272,309361.00,295060.00,36526.00,258535.00,310218.00,244791.00,58669.00,150740.00,-21347.00,0.00,0.00
Manufacture of jewelry made of precious and semi-precious stones,15374,2015,B,39,236,228,109396.00,112079.00,43034.00,69045.00,111331.00,41508.00,47312.00,2517.00,-237.00,0.00,0.00
Manufacture of silverware and plated ware,15375,2015,B,6,46,38,10214.00,11069.00,3860.00,7209.00,10142.00,4939.00,3740.00,850.00,-64.00,0.00,0.00
"Manufacture of umbrellas, walking sticks, canes, whips and riding crops",15394,2015,B,3,27,26,173813.00,167158.00,2233.00,164925.00,173813.00,162826.00,9472.00,251.00,3338.00,0.00,0.00
"Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",15395,2015,B,12,112,111,49435.00,46962.00,10506.00,36456.00,50954.00,29168.00,15144.00,-4.00,5160.00,0.00,0.00
Manufacture of candles,15396,2015,B,20,190,182,174701.00,168461.00,17643.00,150818.00,172353.00,136832.00,28811.00,5236.00,-6681.00,0.00,0.00
Manufacture of wooden coffin,15398,2015,B,16,100,96,90716.00,77774.00,10903.00,66871.00,90233.00,51252.00,29287.00,0.00,3844.00,0.00,0.00
Manufacture of metal coffin,15399,2015,B,6,75,69,4210.00,3280.00,2434.00,846.00,4150.00,581.00,3539.00,0.00,-93.00,0.00,0.00
"Manufacture of brooms, brushes and fans",15401,2015,B,7,93,84,38425.00,35574.00,5164.00,30410.00,38601.00,29332.00,8023.00,32.00,3109.00,0.00,0.00
Manufacture of signs and advertising displays,15403,2015,B,22,160,160,328937.00,317534.00,50143.00,267390.00,328670.00,247117.00,74349.00,2250.00,3810.00,0.00,0.00
Manufacture of cigarette lighters,15404,2015,B,27,273,267,505194.00,476578.00,49537.00,427041.00,504701.00,384257.00,86876.00,2031.00,946.00,0.00,0.00
Repair of fabricated metal products,15406,2015,B,234,1909,1864,805505.00,540723.00,208429.00,332293.00,805538.00,264474.00,512701.00,0.00,-7590.00,0.00,0.00
Repair of machinery,15407,2015,B,230,2534,2405,947287.00,909881.00,166467.00,743414.00,935734.00,658514.00,249888.00,20161.00,-71089.00,0.00,0.00
Repairing of ships and boats other than sports and pleasure boats,15410,2015,B,26,374,363,894023.00,993331.00,63374.00,929957.00,861258.00,454186.00,301906.00,22045.00,1061.00,0.00,0.00
Slaughtering and meat packing,151,2015,B,37,476,475,205773.00,104999.00,26778.00,78221.00,195420.00,63758.00,138064.00,4657.00,227.00,0.00,0.00
Production processing and preserving of meat and meat products,152,2015,B,85,822,822,637117.00,580819.00,89380.00,491438.00,633599.00,428117.00,164521.00,18000.00,15613.00,0.00,0.00
Canning/packing of fish and other marine products,153,2015,B,10,150,149,455193.00,422542.00,15182.00,407360.00,437196.00,318972.00,85801.00,2993.00,-26837.00,0.00,0.00
Drying of fish and other marine products,154,2015,B,54,546,407,84896.00,70328.00,14369.00,55959.00,83163.00,55260.00,27808.00,347.00,-52.00,0.00,0.00
Smoking of fish and other marine products,155,2015,B,20,258,206,265665.00,230440.00,19255.00,211185.00,271988.00,191536.00,69765.00,0.00,9999.00,0.00,0.00
Manufacture of fish paste (bagoong) and fish sauce(patis),156,2015,B,27,324,252,9805.00,6802.00,4316.00,2487.00,9805.00,2255.00,7359.00,0.00,-76.00,0.00,0.00
Processing of seaweeds; manufacture of agar-agar or carageenan,157,2015,B,25,194,190,925642.00,888845.00,23639.00,865208.00,957205.00,818800.00,72363.00,12190.00,106590.00,0.00,0.00
Canning/packing and preserving of fruits and fruit juices,1511,2015,B,30,322,270,740578.00,710847.00,46973.00,663874.00,704370.00,531353.00,93997.00,7008.00,-30831.00,0.00,0.00
Manufacture of fruit and vegetable sauces (e.g. tomato sauce and paste),1513,2015,B,9,127,110,96577.00,91930.00,15022.00,76908.00,98203.00,75504.00,21687.00,0.00,5290.00,0.00,0.00
Roasting of nut or manufacture of nut foods and pastes,1515,2015,B,19,150,113,15619.00,14275.00,3639.00,10636.00,15691.00,9907.00,5219.00,0.00,-1521.00,0.00,0.00
"Manufacture of perishable prepared foods of fruit and vegetables, such as: salad, peeled or cut vegetables, tofu (bean curd)",1516,2015,B,20,270,212,118735.00,64961.00,11044.00,53917.00,118256.00,46380.00,69481.00,40.00,11355.00,0.00,0.00
"Processing and preserving of fruits and vegetables, n.e.c.",1517,2015,B,7,78,68,79633.00,71196.00,7671.00,63524.00,79715.00,60336.00,17896.00,0.00,-1617.00,0.00,0.00
Manufacture of virgin coconut oil,1518,2015,B,20,184,170,157095.00,144177.00,17316.00,126860.00,104295.00,87707.00,4946.00,0.00,-14964.00,0.00,0.00
Manufacture of desiccated coconut,1519,2015,B,8,58,56,68043.00,57889.00,9091.00,48798.00,68056.00,47114.00,20032.00,0.00,9262.00,0.00,0.00
Manufacture of nata de coco,1520,2015,B,5,95,90,45500.00,28788.00,10460.00,18327.00,45500.00,16762.00,28693.00,0.00,-8172.00,0.00,0.00
Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine,1522,2015,B,22,194,190,631669.00,606258.00,47846.00,558412.00,626872.00,439912.00,136208.00,0.00,-10935.00,0.00,0.00
Processing of fresh milk and cream,1525,2015,B,10,64,64,101953.00,96364.00,9658.00,86706.00,100798.00,77693.00,19181.00,0.00,2096.00,0.00,0.00
"Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",1529,2015,B,47,364,348,148728.00,126590.00,27797.00,98793.00,148861.00,68914.00,61164.00,0.00,-546.00,0.00,0.00
Rice/corn milling,1532,2015,B,1050,9113,7336,11129600.00,10402288.00,494587.00,9907701.00,11032174.00,9262333.00,1653742.00,1203917.00,-56927.00,0.00,0.00
Cassava flour milling,1533,2015,B,9,79,72,8573.00,7978.00,1785.00,6193.00,9244.00,6354.00,2718.00,0.00,661.00,60.00,0.00
Manufacture of unprepared animal feeds from grain milling residues,1536,2015,B,15,157,154,678658.00,643229.00,25958.00,617270.00,674976.00,534959.00,104107.00,26395.00,-1556.00,0.00,0.00
Manufacture of starches and starch products,1539,2015,B,6,70,67,298215.00,287882.00,21287.00,266595.00,298040.00,227567.00,69127.00,438.00,-1241.00,0.00,0.00
Sugarcane milling,1544,2015,B,9,107,78,19081.00,15927.00,3813.00,12114.00,18951.00,8786.00,8222.00,38.00,0.00,0.00,0.00
Manufacture of imitation of jewelry and related articles,15377,2015,B,9,103,103,74783.00,66406.00,23247.00,43159.00,73099.00,35743.00,33639.00,46.00,140.00,26.00,0.00
Manufacture of guitars,15378,2015,B,6,62,40,8794.00,7469.00,3499.00,3970.00,8766.00,2994.00,5491.00,0.00,-790.00,0.00,0.00
Manufacture of sporting gloves and mitts,15381,2015,B,6,61,59,33690.00,30754.00,5565.00,25189.00,33553.00,21547.00,10486.00,2248.00,-9.00,0.00,0.00
Manufacture of dolls and doll garments,15384,2015,B,4,39,39,30437.00,29602.00,2293.00,27309.00,30372.00,24002.00,3557.00,0.00,361.00,0.00,0.00
Manufacture of wheeled toys,15385,2015,B,11,115,108,95121.00,112761.00,8550.00,104211.00,79132.00,78850.00,-2673.00,0.00,-14471.00,0.00,0.00
"Manufacture of medical, surgical, dental furniture and fixtures",15388,2015,B,7,90,90,91108.00,84196.00,18232.00,65964.00,86769.00,48558.00,25932.00,1635.00,1484.00,0.00,0.00
"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles",15389,2015,B,3,23,19,40875.00,40485.00,5243.00,35241.00,40875.00,28459.00,6671.00,0.00,121.00,0.00,0.00
"Manufacture of prosthetic appliances, artificial teeth made to order",15390,2015,B,9,90,90,29083.00,29260.00,15999.00,13260.00,29083.00,8196.00,18037.00,0.00,-1265.00,0.00,0.00
Manufacture of medical and precision instruments,15391,2015,B,6,79,79,46092.00,37911.00,6951.00,30961.00,47332.00,29285.00,15626.00,0.00,7945.00,0.00,0.00
"Processing, preserving and canning of fish, crustacean and mollusks, n.e.c. manufacture of fishball, etc.",1510,2016,A,35,2868,2835,4608691.00,4451538.00,340056.00,4111482.00,4637519.00,3752068.00,588463.00,78160.00,24976.00,0.00,0.00
Manufacture of fruit and vegetable sauces (e.g. tomato sauce and paste),1513,2016,A,20,1699,1690,13213559.00,12346802.00,1174916.00,11171886.00,13012396.00,8270383.00,2709178.00,188947.00,46833.00,0.00,0.00
Roasting of nut or manufacture of nut foods and pastes,1515,2016,A,13,1255,1253,2642553.00,2441034.00,167514.00,2273520.00,2650682.00,2195391.00,402198.00,19.00,74773.00,0.00,0.00
"Processing and preserving of fruits and vegetables, n.e.c.",1517,2016,A,8,403,391,907099.00,896671.00,58262.00,838408.00,905144.00,735952.00,125203.00,20323.00,-22337.00,0.00,0.00
Manufacture of virgin coconut oil,1518,2016,A,21,1490,1482,37849966.00,33917477.00,290200.00,33627277.00,38895288.00,34100792.00,4494371.00,70550.00,1889332.00,0.00,0.00
Manufacture of desiccated coconut,1519,2016,A,15,8407,8407,21068570.00,20610545.00,1911961.00,18698584.00,21031302.00,16810432.00,3091930.00,1009311.00,346775.00,0.00,0.00
Manufacture of nata de coco,1520,2016,A,8,538,538,903282.00,834437.00,68707.00,765730.00,882293.00,712046.00,147151.00,2459.00,-15728.00,0.00,0.00
"Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",1521,2016,A,8,626,626,7942653.00,6988734.00,108119.00,6880614.00,7645314.00,6523284.00,1047661.00,5772.00,-13053.00,0.00,0.00
Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine,1522,2016,A,36,3798,3796,47734472.00,46724178.00,738730.00,45985448.00,47898712.00,43766829.00,2928125.00,262221.00,889849.00,0.00,0.00
Processing of fresh milk and cream,1525,2016,A,10,4285,4285,148339767.00,115239284.00,8050399.00,107188885.00,150997282.00,72415957.00,45727446.00,243597.00,5866165.00,0.00,0.00
"Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",1529,2016,A,12,1238,1228,10358468.00,8638007.00,615627.00,8022379.00,10476310.00,5270770.00,2819179.00,20386.00,226858.00,0.00,0.00
Manufacture of milk-based infants' and dietetic foods,1530,2016,A,14,4456,4453,41549061.00,31059386.00,3512287.00,27547100.00,41091184.00,17914697.00,15824740.00,1056925.00,694258.00,0.00,0.00
Rice/corn milling,1532,2016,A,87,3772,3605,17977615.00,16917734.00,433476.00,16484258.00,17102585.00,15070724.00,1916561.00,639214.00,-395477.00,0.00,0.00
Cassava flour milling,1533,2016,A,3,137,137,208852.00,206493.00,22829.00,183664.00,238793.00,175709.00,47495.00,25593.00,26239.00,0.00,0.00
Flour milling except cassava flour milling,1534,2016,A,10,1685,1684,38777342.00,33420222.00,1293467.00,32126755.00,38446976.00,27804616.00,8272179.00,808179.00,761756.00,0.00,0.00
Manufacture of unprepared animal feeds from grain milling residues,1536,2016,A,13,953,946,5020302.00,4812254.00,146527.00,4665727.00,5008450.00,4306411.00,437680.00,60067.00,100916.00,0.00,0.00
